Uninstalled 1 package in 0.48ms
Installed 1 package in 2ms
/home/mingzhang/Downloads/code/autoresearch/.venv/lib/python3.10/site-packages/torch/cuda/__init__.py:283: UserWarning: 
    Found GPU0 NVIDIA GB10 which is of cuda capability 12.1.
    Minimum and Maximum cuda capability supported by this version of PyTorch is
    (8.0) - (12.0)
    
  warnings.warn(
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 4.718669e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Skipping torch.compile on CUDA capability > 12.0
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011079 | lrm: 1.00 | dt: 1166ms | tok/sec: 28,097 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.945626 | lrm: 1.00 | dt: 388ms | tok/sec: 84,528 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.744965 | lrm: 1.00 | dt: 381ms | tok/sec: 85,986 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.481524 | lrm: 1.00 | dt: 383ms | tok/sec: 85,637 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.186926 | lrm: 1.00 | dt: 391ms | tok/sec: 83,807 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.953153 | lrm: 1.00 | dt: 386ms | tok/sec: 84,800 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.721612 | lrm: 1.00 | dt: 390ms | tok/sec: 84,007 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.528162 | lrm: 1.00 | dt: 381ms | tok/sec: 85,957 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.363902 | lrm: 1.00 | dt: 384ms | tok/sec: 85,359 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.220951 | lrm: 1.00 | dt: 387ms | tok/sec: 84,586 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.088978 | lrm: 1.00 | dt: 383ms | tok/sec: 85,662 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.967059 | lrm: 1.00 | dt: 384ms | tok/sec: 85,300 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.864244 | lrm: 1.00 | dt: 396ms | tok/sec: 82,821 | mfu: 0.4% | epoch: 1 | remaining: 299s    
step 00013 (0.3%) | loss: 6.763692 | lrm: 1.00 | dt: 386ms | tok/sec: 84,817 | mfu: 0.4% | epoch: 1 | remaining: 299s    
step 00014 (0.4%) | loss: 6.670189 | lrm: 1.00 | dt: 389ms | tok/sec: 84,170 | mfu: 0.4% | epoch: 1 | remaining: 298s    
step 00015 (0.5%) | loss: 6.594168 | lrm: 1.00 | dt: 386ms | tok/sec: 84,969 | mfu: 0.4% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 6.517016 | lrm: 1.00 | dt: 386ms | tok/sec: 84,957 | mfu: 0.4% | epoch: 1 | remaining: 298s    
step 00017 (0.8%) | loss: 6.449863 | lrm: 1.00 | dt: 386ms | tok/sec: 84,857 | mfu: 0.4% | epoch: 1 | remaining: 297s    
step 00018 (0.9%) | loss: 6.399399 | lrm: 1.00 | dt: 386ms | tok/sec: 84,993 | mfu: 0.4% | epoch: 1 | remaining: 297s    
step 00019 (1.0%) | loss: 6.335837 | lrm: 1.00 | dt: 388ms | tok/sec: 84,497 | mfu: 0.4% | epoch: 1 | remaining: 297s    
step 00020 (1.2%) | loss: 6.294433 | lrm: 1.00 | dt: 383ms | tok/sec: 85,592 | mfu: 0.4% | epoch: 1 | remaining: 296s    
step 00021 (1.3%) | loss: 6.237076 | lrm: 1.00 | dt: 385ms | tok/sec: 85,128 | mfu: 0.4% | epoch: 1 | remaining: 296s    
step 00022 (1.4%) | loss: 6.201256 | lrm: 1.00 | dt: 387ms | tok/sec: 84,687 | mfu: 0.4% | epoch: 1 | remaining: 295s    
step 00051 (5.2%) | loss: 5.614429 | lrm: 1.00 | dt: 393ms | tok/sec: 83,470 | mfu: 0.4% | epoch: 1 | remaining: 284s    
step 00052 (5.3%) | loss: 5.607894 | lrm: 1.00 | dt: 386ms | tok/sec: 84,840 | mfu: 0.4% | epoch: 1 | remaining: 284s    
step 00053 (5.4%) | loss: 5.596049 | lrm: 1.00 | dt: 390ms | tok/sec: 83,981 | mfu: 0.4% | epoch: 1 | remaining: 283s    
step 00054 (5.5%) | loss: 5.583249 | lrm: 1.00 | dt: 384ms | tok/sec: 85,246 | mfu: 0.4% | epoch: 1 | remaining: 283s    
step 00055 (5.7%) | loss: 5.575021 | lrm: 1.00 | dt: 385ms | tok/sec: 85,083 | mfu: 0.4% | epoch: 1 | remaining: 283s    
step 00056 (5.8%) | loss: 5.563544 | lrm: 1.00 | dt: 386ms | tok/sec: 84,960 | mfu: 0.4% | epoch: 1 | remaining: 282s    
step 00057 (5.9%) | loss: 5.548740 | lrm: 1.00 | dt: 386ms | tok/sec: 84,924 | mfu: 0.4% | epoch: 1 | remaining: 282s    
step 00058 (6.1%) | loss: 5.548401 | lrm: 1.00 | dt: 390ms | tok/sec: 84,102 | mfu: 0.4% | epoch: 1 | remaining: 281s    
step 00059 (6.2%) | loss: 5.528361 | lrm: 1.00 | dt: 386ms | tok/sec: 84,820 | mfu: 0.4% | epoch: 1 | remaining: 281s    
step 00060 (6.3%) | loss: 5.522074 | lrm: 1.00 | dt: 382ms | tok/sec: 85,730 | mfu: 0.4% | epoch: 1 | remaining: 281s    
step 00061 (6.4%) | loss: 5.516505 | lrm: 1.00 | dt: 389ms | tok/sec: 84,192 | mfu: 0.4% | epoch: 1 | remaining: 280s    
step 00062 (6.6%) | loss: 5.507222 | lrm: 1.00 | dt: 385ms | tok/sec: 85,008 | mfu: 0.4% | epoch: 1 | remaining: 280s    
step 00063 (6.7%) | loss: 5.501616 | lrm: 1.00 | dt: 390ms | tok/sec: 84,103 | mfu: 0.4% | epoch: 1 | remaining: 279s    
step 00064 (6.8%) | loss: 5.489967 | lrm: 1.00 | dt: 394ms | tok/sec: 83,112 | mfu: 0.4% | epoch: 1 | remaining: 279s    
step 00065 (7.0%) | loss: 5.492408 | lrm: 1.00 | dt: 384ms | tok/sec: 85,375 | mfu: 0.4% | epoch: 1 | remaining: 279s    
step 00066 (7.1%) | loss: 5.483515 | lrm: 1.00 | dt: 390ms | tok/sec: 83,929 | mfu: 0.4% | epoch: 1 | remaining: 278s    
step 00067 (7.2%) | loss: 5.480399 | lrm: 1.00 | dt: 383ms | tok/sec: 85,528 | mfu: 0.4% | epoch: 1 | remaining: 278s    
step 00068 (7.4%) | loss: 5.463435 | lrm: 1.00 | dt: 389ms | tok/sec: 84,294 | mfu: 0.4% | epoch: 1 | remaining: 278s    
step 00069 (7.5%) | loss: 5.456565 | lrm: 1.00 | dt: 385ms | tok/sec: 85,117 | mfu: 0.4% | epoch: 1 | remaining: 277s    
step 00070 (7.6%) | loss: 5.447890 | lrm: 1.00 | dt: 386ms | tok/sec: 84,980 | mfu: 0.4% | epoch: 1 | remaining: 277s    
step 00071 (7.7%) | loss: 5.431426 | lrm: 1.00 | dt: 389ms | tok/sec: 84,259 | mfu: 0.4% | epoch: 1 | remaining: 276s    
step 00072 (7.9%) | loss: 5.427713 | lrm: 1.00 | dt: 383ms | tok/sec: 85,458 | mfu: 0.4% | epoch: 1 | remaining: 276s    
step 00073 (8.0%) | loss: 5.414660 | lrm: 1.00 | dt: 389ms | tok/sec: 84,239 | mfu: 0.4% | epoch: 1 | remaining: 276s    
step 00074 (8.1%) | loss: 5.402388 | lrm: 1.00 | dt: 390ms | tok/sec: 84,093 | mfu: 0.4% | epoch: 1 | remaining: 275s    
step 00075 (8.3%) | loss: 5.392424 | lrm: 1.00 | dt: 385ms | tok/sec: 85,073 | mfu: 0.4% | epoch: 1 | remaining: 275s    
step 00076 (8.4%) | loss: 5.394564 | lrm: 1.00 | dt: 388ms | tok/sec: 84,511 | mfu: 0.4% | epoch: 1 | remaining: 274s    
step 00077 (8.5%) | loss: 5.378426 | lrm: 1.00 | dt: 392ms | tok/sec: 83,539 | mfu: 0.4% | epoch: 1 | remaining: 274s    
step 00078 (8.6%) | loss: 5.364754 | lrm: 1.00 | dt: 380ms | tok/sec: 86,190 | mfu: 0.4% | epoch: 1 | remaining: 274s    
step 00079 (8.8%) | loss: 5.348684 | lrm: 1.00 | dt: 391ms | tok/sec: 83,833 | mfu: 0.4% | epoch: 1 | remaining: 273s    
step 00080 (8.9%) | loss: 5.349732 | lrm: 1.00 | dt: 385ms | tok/sec: 85,131 | mfu: 0.4% | epoch: 1 | remaining: 273s    
step 00081 (9.0%) | loss: 5.342094 | lrm: 1.00 | dt: 392ms | tok/sec: 83,520 | mfu: 0.4% | epoch: 1 | remaining: 273s    
step 00082 (9.2%) | loss: 5.329504 | lrm: 1.00 | dt: 385ms | tok/sec: 85,140 | mfu: 0.4% | epoch: 1 | remaining: 272s    
step 00083 (9.3%) | loss: 5.327584 | lrm: 1.00 | dt: 386ms | tok/sec: 84,898 | mfu: 0.4% | epoch: 1 | remaining: 272s    
step 00084 (9.4%) | loss: 5.314123 | lrm: 1.00 | dt: 394ms | tok/sec: 83,123 | mfu: 0.4% | epoch: 1 | remaining: 271s    
step 00085 (9.5%) | loss: 5.311855 | lrm: 1.00 | dt: 383ms | tok/sec: 85,573 | mfu: 0.4% | epoch: 1 | remaining: 271s    
step 00086 (9.7%) | loss: 5.298465 | lrm: 1.00 | dt: 389ms | tok/sec: 84,242 | mfu: 0.4% | epoch: 1 | remaining: 271s    
step 00087 (9.8%) | loss: 5.300082 | lrm: 1.00 | dt: 389ms | tok/sec: 84,341 | mfu: 0.4% | epoch: 1 | remaining: 270s    
step 00088 (9.9%) | loss: 5.288980 | lrm: 1.00 | dt: 388ms | tok/sec: 84,515 | mfu: 0.4% | epoch: 1 | remaining: 270s    
step 00089 (10.1%) | loss: 5.286401 | lrm: 1.00 | dt: 389ms | tok/sec: 84,285 | mfu: 0.4% | epoch: 1 | remaining: 269s    
step 00090 (10.2%) | loss: 5.275022 | lrm: 1.00 | dt: 393ms | tok/sec: 83,398 | mfu: 0.4% | epoch: 1 | remaining: 269s    
step 00091 (10.3%) | loss: 5.262950 | lrm: 1.00 | dt: 383ms | tok/sec: 85,530 | mfu: 0.4% | epoch: 1 | remaining: 269s    
step 00092 (10.5%) | loss: 5.259693 | lrm: 1.00 | dt: 390ms | tok/sec: 84,022 | mfu: 0.4% | epoch: 1 | remaining: 268s    
step 00093 (10.6%) | loss: 5.254948 | lrm: 1.00 | dt: 387ms | tok/sec: 84,735 | mfu: 0.4% | epoch: 1 | remaining: 268s    
step 00094 (10.7%) | loss: 5.237578 | lrm: 1.00 | dt: 393ms | tok/sec: 83,275 | mfu: 0.4% | epoch: 1 | remaining: 267s    
step 00095 (10.8%) | loss: 5.228809 | lrm: 1.00 | dt: 383ms | tok/sec: 85,462 | mfu: 0.4% | epoch: 1 | remaining: 267s    
step 00096 (11.0%) | loss: 5.225101 | lrm: 1.00 | dt: 386ms | tok/sec: 84,823 | mfu: 0.4% | epoch: 1 | remaining: 267s    
step 00097 (11.1%) | loss: 5.205730 | lrm: 1.00 | dt: 389ms | tok/sec: 84,295 | mfu: 0.4% | epoch: 1 | remaining: 266s    
step 00098 (11.2%) | loss: 5.206589 | lrm: 1.00 | dt: 382ms | tok/sec: 85,674 | mfu: 0.4% | epoch: 1 | remaining: 266s    
step 00099 (11.4%) | loss: 5.193584 | lrm: 1.00 | dt: 391ms | tok/sec: 83,791 | mfu: 0.4% | epoch: 1 | remaining: 266s    
step 00100 (11.5%) | loss: 5.176290 | lrm: 1.00 | dt: 386ms | tok/sec: 84,784 | mfu: 0.4% | epoch: 1 | remaining: 265s    
step 00101 (11.6%) | loss: 5.164268 | lrm: 1.00 | dt: 387ms | tok/sec: 84,694 | mfu: 0.4% | epoch: 1 | remaining: 265s    
step 00102 (11.7%) | loss: 5.149534 | lrm: 1.00 | dt: 388ms | tok/sec: 84,466 | mfu: 0.4% | epoch: 1 | remaining: 264s    
step 00103 (11.9%) | loss: 5.134319 | lrm: 1.00 | dt: 395ms | tok/sec: 83,061 | mfu: 0.4% | epoch: 1 | remaining: 264s    
step 00104 (12.0%) | loss: 5.128769 | lrm: 1.00 | dt: 381ms | tok/sec: 85,944 | mfu: 0.4% | epoch: 1 | remaining: 264s    
step 00105 (12.1%) | loss: 5.123571 | lrm: 1.00 | dt: 390ms | tok/sec: 84,082 | mfu: 0.4% | epoch: 1 | remaining: 263s    
step 00106 (12.3%) | loss: 5.117489 | lrm: 1.00 | dt: 386ms | tok/sec: 84,896 | mfu: 0.4% | epoch: 1 | remaining: 263s    
step 00107 (12.4%) | loss: 5.104621 | lrm: 1.00 | dt: 389ms | tok/sec: 84,254 | mfu: 0.4% | epoch: 1 | remaining: 262s    
step 00108 (12.5%) | loss: 5.095440 | lrm: 1.00 | dt: 387ms | tok/sec: 84,766 | mfu: 0.4% | epoch: 1 | remaining: 262s    
step 00109 (12.7%) | loss: 5.098667 | lrm: 1.00 | dt: 388ms | tok/sec: 84,391 | mfu: 0.4% | epoch: 1 | remaining: 262s    
step 00110 (12.8%) | loss: 5.100222 | lrm: 1.00 | dt: 384ms | tok/sec: 85,323 | mfu: 0.4% | epoch: 1 | remaining: 261s    
step 00111 (12.9%) | loss: 5.089569 | lrm: 1.00 | dt: 386ms | tok/sec: 84,898 | mfu: 0.4% | epoch: 1 | remaining: 261s    
step 00112 (13.0%) | loss: 5.087283 | lrm: 1.00 | dt: 389ms | tok/sec: 84,326 | mfu: 0.4% | epoch: 1 | remaining: 261s    
step 00113 (13.2%) | loss: 5.089625 | lrm: 1.00 | dt: 386ms | tok/sec: 84,834 | mfu: 0.4% | epoch: 1 | remaining: 260s    
step 00114 (13.3%) | loss: 5.079249 | lrm: 1.00 | dt: 386ms | tok/sec: 84,797 | mfu: 0.4% | epoch: 1 | remaining: 260s    
step 00115 (13.4%) | loss: 5.068760 | lrm: 1.00 | dt: 389ms | tok/sec: 84,160 | mfu: 0.4% | epoch: 1 | remaining: 259s    
step 00116 (13.6%) | loss: 5.051985 | lrm: 1.00 | dt: 392ms | tok/sec: 83,512 | mfu: 0.4% | epoch: 1 | remaining: 259s    
step 00117 (13.7%) | loss: 5.045530 | lrm: 1.00 | dt: 393ms | tok/sec: 83,482 | mfu: 0.4% | epoch: 1 | remaining: 259s    
step 00118 (13.8%) | loss: 5.033033 | lrm: 1.00 | dt: 387ms | tok/sec: 84,609 | mfu: 0.4% | epoch: 1 | remaining: 258s    
step 00119 (13.9%) | loss: 5.030149 | lrm: 1.00 | dt: 386ms | tok/sec: 84,788 | mfu: 0.4% | epoch: 1 | remaining: 258s    
step 00120 (14.1%) | loss: 5.019651 | lrm: 1.00 | dt: 391ms | tok/sec: 83,842 | mfu: 0.4% | epoch: 1 | remaining: 257s    
step 00121 (14.2%) | loss: 5.011817 | lrm: 1.00 | dt: 383ms | tok/sec: 85,500 | mfu: 0.4% | epoch: 1 | remaining: 257s    
step 00122 (14.3%) | loss: 5.004692 | lrm: 1.00 | dt: 385ms | tok/sec: 85,032 | mfu: 0.4% | epoch: 1 | remaining: 257s    
step 00123 (14.5%) | loss: 4.998501 | lrm: 1.00 | dt: 386ms | tok/sec: 84,788 | mfu: 0.4% | epoch: 1 | remaining: 256s    
step 00124 (14.6%) | loss: 4.987531 | lrm: 1.00 | dt: 387ms | tok/sec: 84,632 | mfu: 0.4% | epoch: 1 | remaining: 256s    
step 00125 (14.7%) | loss: 4.978879 | lrm: 1.00 | dt: 390ms | tok/sec: 83,931 | mfu: 0.4% | epoch: 1 | remaining: 255s    
step 00126 (14.8%) | loss: 4.969597 | lrm: 1.00 | dt: 386ms | tok/sec: 84,889 | mfu: 0.4% | epoch: 1 | remaining: 255s    
step 00127 (15.0%) | loss: 4.964691 | lrm: 1.00 | dt: 387ms | tok/sec: 84,698 | mfu: 0.4% | epoch: 1 | remaining: 255s    
step 00128 (15.1%) | loss: 4.953069 | lrm: 1.00 | dt: 389ms | tok/sec: 84,165 | mfu: 0.4% | epoch: 1 | remaining: 254s    
step 00129 (15.2%) | loss: 4.941454 | lrm: 1.00 | dt: 394ms | tok/sec: 83,077 | mfu: 0.4% | epoch: 1 | remaining: 254s    
step 00130 (15.4%) | loss: 4.937812 | lrm: 1.00 | dt: 386ms | tok/sec: 84,844 | mfu: 0.4% | epoch: 1 | remaining: 254s    
step 00131 (15.5%) | loss: 4.921434 | lrm: 1.00 | dt: 386ms | tok/sec: 84,791 | mfu: 0.4% | epoch: 1 | remaining: 253s    
step 00132 (15.6%) | loss: 4.906621 | lrm: 1.00 | dt: 385ms | tok/sec: 85,171 | mfu: 0.4% | epoch: 1 | remaining: 253s    
step 00133 (15.8%) | loss: 4.896293 | lrm: 1.00 | dt: 393ms | tok/sec: 83,438 | mfu: 0.4% | epoch: 1 | remaining: 252s    
step 00134 (15.9%) | loss: 4.898907 | lrm: 1.00 | dt: 386ms | tok/sec: 84,795 | mfu: 0.4% | epoch: 1 | remaining: 252s    
step 00135 (16.0%) | loss: 4.898109 | lrm: 1.00 | dt: 387ms | tok/sec: 84,648 | mfu: 0.4% | epoch: 1 | remaining: 252s    
step 00136 (16.1%) | loss: 4.901629 | lrm: 1.00 | dt: 384ms | tok/sec: 85,378 | mfu: 0.4% | epoch: 1 | remaining: 251s    
step 00137 (16.3%) | loss: 4.893849 | lrm: 1.00 | dt: 386ms | tok/sec: 84,806 | mfu: 0.4% | epoch: 1 | remaining: 251s    
step 00138 (16.4%) | loss: 4.877126 | lrm: 1.00 | dt: 388ms | tok/sec: 84,419 | mfu: 0.4% | epoch: 1 | remaining: 250s    
step 00139 (16.5%) | loss: 4.857636 | lrm: 1.00 | dt: 388ms | tok/sec: 84,468 | mfu: 0.4% | epoch: 1 | remaining: 250s    
step 00140 (16.7%) | loss: 4.841331 | lrm: 1.00 | dt: 384ms | tok/sec: 85,309 | mfu: 0.4% | epoch: 1 | remaining: 250s    
step 00141 (16.8%) | loss: 4.830717 | lrm: 1.00 | dt: 391ms | tok/sec: 83,731 | mfu: 0.4% | epoch: 1 | remaining: 249s    
step 00142 (16.9%) | loss: 4.831706 | lrm: 1.00 | dt: 393ms | tok/sec: 83,420 | mfu: 0.4% | epoch: 1 | remaining: 249s    
